"id","fqdn/ip","port","severity","finding","cve","cwe"
"service","direccte.gouv.fr/185.194.82.64","443","INFO","HTTP","",""
"pre_128cipher","direccte.gouv.fr/185.194.82.64","443","INFO","No 128 cipher limit bug","",""
"SSLv2","direccte.gouv.fr/185.194.82.64","443","OK","not offered","",""
"SSLv3","direccte.gouv.fr/185.194.82.64","443","OK","not offered","",""
"TLS1","direccte.gouv.fr/185.194.82.64","443","INFO","not offered","",""
"TLS1_1","direccte.gouv.fr/185.194.82.64","443","INFO","not offered","",""
"TLS1_2","direccte.gouv.fr/185.194.82.64","443","OK","offered","",""
"TLS1_3","direccte.gouv.fr/185.194.82.64","443","INFO","not offered + downgraded to weaker protocol","",""
"ALPN","direccte.gouv.fr/185.194.82.64","443","INFO","not offered","",""
"cipherlist_NULL","direccte.gouv.fr/185.194.82.64","443","OK","not offered","","CWE-327"
"cipherlist_aNULL","direccte.gouv.fr/185.194.82.64","443","OK","not offered","","CWE-327"
"cipherlist_EXPORT","direccte.gouv.fr/185.194.82.64","443","OK","not offered","","CWE-327"
"cipherlist_LOW","direccte.gouv.fr/185.194.82.64","443","OK","not offered","","CWE-327"
"cipherlist_3DES_IDEA","direccte.gouv.fr/185.194.82.64","443","INFO","not offered","","CWE-310"
"cipherlist_AVERAGE","direccte.gouv.fr/185.194.82.64","443","INFO","not offered","","CWE-310"
"cipherlist_GOOD","direccte.gouv.fr/185.194.82.64","443","INFO","not offered","",""
"cipherlist_STRONG","direccte.gouv.fr/185.194.82.64","443","OK","offered","",""
"cipherorder_TLSv1_2","direccte.gouv.fr/185.194.82.64","443","INFO","ECDHE-RSA-AES256-GCM-SHA384","",""
"cipher_order","direccte.gouv.fr/185.194.82.64","443","OK","server","",""
"protocol_negotiated","direccte.gouv.fr/185.194.82.64","443","OK","Default protocol TLS1.2","",""
"cipher_negotiated","direccte.gouv.fr/185.194.82.64","443","OK","ECDHE-RSA-AES256-GCM-SHA384, 256 bit ECDH (P-256)","",""
"FS","direccte.gouv.fr/185.194.82.64","443","OK","offered","",""
"FS_ciphers","direccte.gouv.fr/185.194.82.64","443","INFO","ECDHE-RSA-AES128-GCM-SHA256 ECDHE-RSA-AES256-GCM-SHA384","",""
"FS_ECDHE_curves","direccte.gouv.fr/185.194.82.64","443","OK","prime256v1 secp384r1","",""
"TLS_extensions","direccte.gouv.fr/185.194.82.64","443","INFO","'renegotiation info/#65281' 'server name/#0' 'EC point formats/#11' 'extended master secret/#23'","",""
"TLS_session_ticket","direccte.gouv.fr/185.194.82.64","443","INFO","no -- no lifetime advertised","",""
"SSL_sessionID_support","direccte.gouv.fr/185.194.82.64","443","INFO","yes","",""
"sessionresumption_ticket","direccte.gouv.fr/185.194.82.64","443","INFO","not supported","",""
"sessionresumption_ID","direccte.gouv.fr/185.194.82.64","443","INFO","supported","",""
"TLS_timestamp","direccte.gouv.fr/185.194.82.64","443","INFO","random","",""
"cert_compression","direccte.gouv.fr/185.194.82.64","443","INFO","N/A","",""
"clientAuth","direccte.gouv.fr/185.194.82.64","443","INFO","none","",""
"cert_numbers","direccte.gouv.fr/185.194.82.64","443","INFO","1","",""
"cert_signatureAlgorithm","direccte.gouv.fr/185.194.82.64","443","OK","SHA256 with RSA","",""
"cert_keySize","direccte.gouv.fr/185.194.82.64","443","INFO","RSA 2048 bits (exponent is 65537)","",""
"cert_keyUsage","direccte.gouv.fr/185.194.82.64","443","INFO","Digital Signature, Key Encipherment","",""
"cert_extKeyUsage","direccte.gouv.fr/185.194.82.64","443","INFO","TLS Web Server Authentication","",""
